"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0010596","negative regulation of endothelial cell migration","27/7994","51/14868",0.603332248780973,0.854720685773045,0.675344914852296,"DCN/ATP2B4/SP100/RHOA/MEF2C/APOH/CARD10/PATZ1/RGCC/TGFB1/HDAC5/PDCD10/PPARG/SERPINF1/STARD13/KLF4/DAB2IP/THBS1/FGF2/ACVRL1/SLIT2/NOTCH1/STC1/ADAMTS9/SPRED1/MECP2/PTPRM",27
"GO:0022617","extracellular matrix disassembly","27/7994","51/14868",0.603332248780973,0.854720685773045,0.675344914852296,"CLASP1/FSCN1/FAP/MMP2/MMP15/TGFB1/EXOC8/MMP8/LRP1/LAMC1/ADAM10/FURIN/CTSK/ADAM15/MMP3/ADAM8/MMP14/ADAMTS4/FGFR4/DDR2/CTSS/CLASP2/MELTF/ADAMTS15/SH3PXD2B/DPP4/DDR1",27
"GO:0071384","cellular response to corticosteroid stimulus","27/7994","51/14868",0.603332248780973,0.854720685773045,0.675344914852296,"CFLAR/FECH/REST/JAK2/RPS6KB1/NR3C1/KLF9/ZFP36/ASS1/RAN/SERPINF1/CASP9/ANXA1/CYP1B1/USP8/IGF1R/ATP5F1A/AIFM1/FBXO32/STC1/ACE/GJB2/AXIN2/SMYD3/ZFP36L1/AKR1C3/AQP1",27
"GO:0016064","immunoglobulin mediated immune response","62/7994","117/14868",0.604057897495906,0.855396570627012,0.675878955278309,"ERCC1/CD74/PARP3/FOXP3/TP53BP1/BCL3/TFRC/MLH1/UNG/IL4R/THOC1/RIF1/PTPRC/MSH2/TREM2/CD40/IL21R/NBN/IL27RA/TGFB1/C5/C1QBP/SUPT6H/NSD2/KMT5B/CD81/TCIRG1/RNF8/C9/BCL6/MSH6/MAD2L2/CD46/TNFSF4/CLU/SHLD2/PMS2/IL13RA2/C3/NECTIN2/NDFIP1/SWAP70/C1RL/SLC15A4/BCL10/XCL1/HSPD1/PAXIP1/C1R/PRKCD/RNF168/STAT6/INPP5D/EXO1/LIG4/CLCF1/ATAD5/C1S/HMCES/NCR3LG1/CD55/EXOSC6",62
"GO:0050679","positive regulation of epithelial cell proliferation","95/7994","179/14868",0.604243551829876,0.855396570627012,0.675878955278309,"CFLAR/GRN/FLT4/PTPRN/FGFR2/MYDGF/FGFR1/LAMB1/SIRT1/NRP1/XBP1/HMOX1/HIF1A/EYA1/SFRP1/PRKD2/PTN/CAV2/TGFBR1/BMPR1A/CCND1/ST8SIA1/SEMA5A/THBS4/WNT5A/WDR48/ITGA4/RTN4/AKT3/KDM5B/NRP2/TNFAIP3/PGF/NR4A1/PLCG1/SRSF6/RREB1/BMP4/SOX9/MED1/STAT5A/SMO/NOTCH2/APLNR/LAMC1/MYC/YAP1/FGF2/ACVRL1/CDH13/PDPK1/RPTOR/ERBB2/AKT1/HSPG2/ECM1/ARNT/OSR1/AGTR1/EGFR/NOTCH1/TCF7L2/ADAM17/PRKCA/FZD7/TGFA/CLDN1/AGGF1/RICTOR/ATP7A/JCAD/STXBP4/SAAL1/CTNNB1/RBPJ/STAT3/AR/HAS2/PIK3CD/SCG2/CYP7B1/GATA2/EGR3/ZNF703/IQGAP3/PRKD1/SP1/IRS2/NF1/PLXNB3/ZNF580/NRAS/NME1/NEAT1/ITGB3",95
"GO:0010466","negative regulation of peptidase activity","54/7994","102/14868",0.606224236210297,0.855396570627012,0.675878955278309,"PLAUR/HGF/CD44/TIMP2/PICALM/LAMP3/RFFL/TIMP3/CSNK2A1/XIAP/TIMP1/PIH1D1/DNAJB6/SERPINE1/DHCR24/PARK7/RPS6KA1/CAAP1/RECK/LRP1/SERPINB6/PCID2/RAF1/SERPINF1/SERPINE2/KLF4/SORL1/THBS1/AKT1/ECM1/SERPINH1/SPOCK1/CAST/SH3RF1/UBXN1/SERPINI1/IFI16/SERPINB7/SERPINB8/USP47/SERPINB9/RNF34/SFN/RPS6KA3/PAK2/SIAH2/SERPINA5/SPOCK3/SRC/CARD16/DDX3X/MAGEA3/AQP1/SERPINE3",54
"GO:0071826","protein-RNA complex organization","120/7994","226/14868",0.607173865799342,0.855396570627012,0.675878955278309,"GCFC2/STRAP/CELF2/MRTO4/DDX20/DHX29/DHX8/NLE1/CLNS1A/SART3/XAB2/XRCC5/DDX1/GEMIN5/NUFIP1/RPS5/EIF3I/SF3B2/RPLP0/GEMIN2/AGO1/SRPK1/SF3A1/SNRPD3/TFIP11/EIF3L/EIF3D/PHF5A/PRMT5/SRSF5/EIF5/DICER1/PRPF6/CRNKL1/HTATSF1/EIF3J/ZFAND1/EIF3E/PIH1D1/RPS19/EIF3B/SETX/EIF3A/LUC7L3/PRPF19/PTGES3/NOP2/MDN1/BRIX1/USP4/SF3B1/ZNHIT6/FASTKD2/AGO2/SRSF6/MRPS7/AGO3/KLC1/EIF2S3/AAR2/TRAF7/DHX30/CDC73/AGO4/SRPK2/DHX9/NCBP1/TGS1/BUD13/SCAF11/TARBP2/TXNL4A/RPL13A/SF3B4/DYRK3/EIF2D/SNRPG/SNRNP200/POLR2D/SHQ1/NAF1/LUC7L2/EIF3H/EIF3M/CELF1/ATM/CPSF7/GEMIN6/ADAR/SLU7/VCP/PRPF18/NUDT21/SNRPD1/USP39/CD2BP2/KIF5B/CLP1/PRPF8/DDX23/ATR/EIF3F/SART1/RUVBL1/GEMIN4/PUF60/EIF2S3B/RRP7BP/RUVBL2/SF3A3/SRPK3/SRSF10/SF3B3/RRP7A/RPF2/RNU5B-1/SMN2/EIF6/PRKDC/BOP1",120
"GO:0003161","cardiac conduction system development","18/7994","34/14868",0.607275754087989,0.855396570627012,0.675878955278309,"DSG2/BMPR1A/BVES/TBX18/SMAD5/ID2/MSX2/BMP4/NOTCH2/TBX3/GATA4/SMAD4/NOTCH1/GJA1/MAML1/HEY1/SMAD1/IRX3",18
"GO:0007035","vacuolar acidification","18/7994","34/14868",0.607275754087989,0.855396570627012,0.675878955278309,"GRN/ATP6V1H/ATP6V1D/CLN5/DMXL2/ATP6V0A4/TMEM106B/TCIRG1/ATP6V1A/CLN6/PPT1/CREG1/ATP6V1B2/ATP6V0D1/CLIC4/DMXL1/ATP6AP2/ATP6V0A2",18
"GO:0032768","regulation of monooxygenase activity","18/7994","34/14868",0.607275754087989,0.855396570627012,0.675878955278309,"PIK3CB/ATP2B4/SCARB1/HIF1A/NFKB1/VDR/NPR3/PARK7/POR/GCH1/TERF2/AKT1/NOSIP/EGFR/NUS1/ATP7A/CAV3/DHFR",18
"GO:0046676","negative regulation of insulin secretion","18/7994","34/14868",0.607275754087989,0.855396570627012,0.675878955278309,"SREBF1/REST/SFRP1/PDE8B/KLF7/ACVR1C/GNAZ/CCN3/HADH/PPP3CA/PFKL/FOXO1/NDUFAF2/MIDN/IRS1/PTPN11/KCNJ11/PIM3",18
"GO:0001711","endodermal cell fate commitment","7/7994","13/14868",0.609256531269464,0.855396570627012,0.675878955278309,"DKK1/CDC73/RTF1/EOMES/LEO1/CTNNB1/CTR9",7
"GO:0002827","positive regulation of T-helper 1 type immune response","7/7994","13/14868",0.609256531269464,0.855396570627012,0.675878955278309,"RIPK2/IL27RA/IL23A/IL1R1/IL18R1/PLA2G4A/XCL1",7
"GO:0030007","intracellular potassium ion homeostasis","7/7994","13/14868",0.609256531269464,0.855396570627012,0.675878955278309,"SLC12A2/ATP1B3/KCNJ2/ATP1B1/KCNMA1/ATP1A1/KCTD7",7
"GO:0031000","response to caffeine","7/7994","13/14868",0.609256531269464,0.855396570627012,0.675878955278309,"CAD/TMEM38B/PRKAA1/CHEK1/SELENON/SLC8A1/HDAC2",7
"GO:0032274","gonadotropin secretion","7/7994","13/14868",0.609256531269464,0.855396570627012,0.675878955278309,"INHBA/TBX3/CGA/NIBAN2/SMAD4/GJA1/FOXL2",7
"GO:0032352","positive regulation of hormone metabolic process","7/7994","13/14868",0.609256531269464,0.855396570627012,0.675878955278309,"HIF1A/EGR1/RDH10/IGF1R/ARNT/ADM/WNT4",7
"GO:0032780","negative regulation of ATP-dependent activity","7/7994","13/14868",0.609256531269464,0.855396570627012,0.675878955278309,"MNAT1/SIRT1/PPIF/TNNI3/TP53/TSC1/PXK",7
"GO:0035743","CD4-positive, alpha-beta T cell cytokine production","7/7994","13/14868",0.609256531269464,0.855396570627012,0.675878955278309,"PRKCZ/CD81/IL1R1/IL18R1/ARG1/XCL1/DENND1B",7
"GO:0045059","positive thymic T cell selection","7/7994","13/14868",0.609256531269464,0.855396570627012,0.675878955278309,"CD74/PTPRC/SRF/DOCK2/ITPKB/PTPN2/TOX",7
"GO:0046322","negative regulation of fatty acid oxidation","7/7994","13/14868",0.609256531269464,0.855396570627012,0.675878955278309,"ACADVL/ACACB/CNR1/SOX9/APPL2/ETFBKMT/AKT1",7
"GO:0048172","regulation of short-term neuronal synaptic plasticity","7/7994","13/14868",0.609256531269464,0.855396570627012,0.675878955278309,"SYNGR1/SYP/RAB3GAP1/KMT2A/SLC4A10/GRIK2/SYAP1",7
"GO:0051775","response to redox state","7/7994","13/14868",0.609256531269464,0.855396570627012,0.675878955278309,"GLRX2/SMPD3/RNF7/CLOCK/SLC7A11/NPAS2/ADH5",7
"GO:0060099","regulation of phagocytosis, engulfment","7/7994","13/14868",0.609256531269464,0.855396570627012,0.675878955278309,"TREM2/C3/APPL2/ITGA2/RAB31/ANO6/GATA2",7
"GO:0060149","negative regulation of post-transcriptional gene silencing","7/7994","13/14868",0.609256531269464,0.855396570627012,0.675878955278309,"ELAVL1/ZMPSTE24/TP53/ADAR/STAT3/MECP2/LIN28B",7
"GO:0060967","negative regulation of gene silencing by regulatory ncRNA","7/7994","13/14868",0.609256531269464,0.855396570627012,0.675878955278309,"ELAVL1/ZMPSTE24/TP53/ADAR/STAT3/MECP2/LIN28B",7
"GO:0061577","calcium ion transmembrane transport via high voltage-gated calcium channel","7/7994","13/14868",0.609256531269464,0.855396570627012,0.675878955278309,"UBR3/CAMK2D/CACNA1C/CACNA2D1/G6PD/CACNB2/SESTD1",7
"GO:0061795","Golgi lumen acidification","7/7994","13/14868",0.609256531269464,0.855396570627012,0.675878955278309,"ATP6V1H/SLC9A7/ATP6V1D/UBE3A/ATP6V1A/ATP6AP2/ATP6V0A2",7
"GO:0070914","UV-damage excision repair","7/7994","13/14868",0.609256531269464,0.855396570627012,0.675878955278309,"ERCC1/POLD3/SIRT1/INO80/DDB2/CUL4B/DDB1",7
"GO:0097202","activation of cysteine-type endopeptidase activity","7/7994","13/14868",0.609256531269464,0.855396570627012,0.675878955278309,"CYFIP2/CASP8/LGMN/RIPK2/IFI16/FADD/ASPH",7
"GO:0097396","response to interleukin-17","7/7994","13/14868",0.609256531269464,0.855396570627012,0.675878955278309,"NFKB1/TRAF2/NOTCH1/STAT3/TRAF6/IL17RA/IKBKE",7
"GO:0097398","cellular response to interleukin-17","7/7994","13/14868",0.609256531269464,0.855396570627012,0.675878955278309,"NFKB1/TRAF2/NOTCH1/STAT3/TRAF6/IL17RA/IKBKE",7
"GO:0098664","G protein-coupled serotonin receptor signaling pathway","7/7994","13/14868",0.609256531269464,0.855396570627012,0.675878955278309,"HTR2A/GNAZ/CHRM3/HTR7/HTR1D/CHRM4/HRH1",7
"GO:0106074","aminoacyl-tRNA metabolism involved in translational fidelity","7/7994","13/14868",0.609256531269464,0.855396570627012,0.675878955278309,"LARS2/IARS2/AARS1/DTD1/LARS1/TARS2/IARS1",7
"GO:0140719","constitutive heterochromatin formation","7/7994","13/14868",0.609256531269464,0.855396570627012,0.675878955278309,"RIF1/ATRX/SMCHD1/EZH2/HELLS/H3-3B/H3-3A",7
"GO:1900369","negative regulation of post-transcriptional gene silencing by regulatory ncRNA","7/7994","13/14868",0.609256531269464,0.855396570627012,0.675878955278309,"ELAVL1/ZMPSTE24/TP53/ADAR/STAT3/MECP2/LIN28B",7
"GO:1903054","negative regulation of extracellular matrix organization","7/7994","13/14868",0.609256531269464,0.855396570627012,0.675878955278309,"TNFRSF1B/FAP/TGFB1/EMILIN1/NOTCH1/ANTXR1/DPP4",7
"GO:1905153","regulation of membrane invagination","7/7994","13/14868",0.609256531269464,0.855396570627012,0.675878955278309,"TREM2/C3/APPL2/ITGA2/RAB31/ANO6/GATA2",7
"GO:0046634","regulation of alpha-beta T cell activation","46/7994","87/14868",0.609344080233944,0.855396570627012,0.675878955278309,"HFE/RUNX3/FOXP3/RC3H2/PRDM1/AP3D1/RHOA/PRKCZ/IL4R/ITCH/ARG2/PTPRC/JAK2/SMAD7/NKAP/RIPK2/TYK2/GLI3/SHB/ZBTB16/CD81/IL23A/CD83/BCL6/TNFSF4/HSPH1/MAPK8IP1/TWSG1/NDFIP1/RARA/AP3B1/ANXA1/RC3H1/IRF4/XCL1/ITPKB/SH3RF1/ZBTB7B/TGFBR2/SLC4A2/LGALS9/JUNB/MALT1/CD55/CARD11/PNP",46
"GO:0002711","positive regulation of T cell mediated immunity","28/7994","53/14868",0.609400171231008,0.855396570627012,0.675878955278309,"HFE/FOXP3/PRKCZ/STX7/PTPRC/P2RX7/CD81/IL23A/ULBP1/IL1R1/IL18R1/TNFSF4/ZBTB1/TRAF2/NECTIN2/ULBP3/MAP3K7/XCL1/HSPD1/FBXO38/MR1/FZD5/FADD/MALT1/TRAF6/CD55/MICA/DENND1B",28
"GO:0010803","regulation of tumor necrosis factor-mediated signaling pathway","28/7994","53/14868",0.609400171231008,0.855396570627012,0.675878955278309,"CASP8/UBE2K/CYLD/GSTP1/RFFL/XIAP/IKBKB/PPP2CB/MMP8/TNFAIP3/TRAF2/RIPK1/SPPL2A/ADAM17/OTULIN/SPATA2/MAPKAPK2/HIPK1/PTPN2/SPHK1/ULK1/SHARPIN/TRAIP/ZNF675/MIB2/NKIRAS1/CARD16/CPNE1",28
"GO:0042446","hormone biosynthetic process","28/7994","53/14868",0.609400171231008,0.855396570627012,0.675878955278309,"HFE/H6PD/DKK3/REST/AKR1B1/HIF1A/NFKB1/PDE8B/NR3C1/STC2/EGR1/CHST8/MED1/BMP2/SRD5A3/STARD3/FDX1/CYP19A1/IGF1R/ARNT/DGKQ/ADM/HSD17B12/CHST9/WNT4/ATP1A1/CACNA1H/HSD17B11",28
"GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","80/7994","151/14868",0.609706910932748,0.85548053814418,0.67594530097074,"HFE/TNFRSF1B/PARP3/FOXP3/RC3H2/TP53BP1/PRKCZ/TFRC/MLH1/IL4R/THOC1/CEACAM1/STX7/RIF1/MEF2C/PTPRC/P2RX7/MSH2/TREM2/JAK2/CD40/SMAD7/TNFSF13B/RIPK2/IL4I1/IL27RA/TGFB1/TYK2/AHR/SUPT6H/NSD2/KMT5B/CD81/IL23A/ULBP1/DUSP22/BCL6/IL1R1/IL18R1/MAD2L2/PLA2G4A/CD46/TNFSF4/TNFAIP3/ARG1/SHLD2/PMS2/PKN1/C3/ZBTB1/TRAF2/NECTIN2/TRPM4/ULBP3/NDFIP1/EPHB2/ANXA1/MAP3K7/RC3H1/SLC15A4/XCL1/HSPD1/FBXO38/MR1/PAXIP1/ZBTB7B/FZD5/STAT6/FADD/JUNB/MALT1/IL20RB/TRAF6/CLCF1/ATAD5/HMCES/CD55/MICA/DENND1B/EXOSC6",80
"GO:0022412","cellular process involved in reproduction in multicellular organism","192/7994","361/14868",0.609746728461069,0.85548053814418,0.67594530097074,"CFTR/ZFX/PAFAH1B1/ERCC1/UBR2/NCAPH2/NSUN2/STAU2/YTHDC2/HEXB/FOXC1/PRDM1/PITHD1/DDX20/ASPM/PSME4/RPS6KA2/TRIP13/AFF4/FBXW11/EIF4G3/MLH1/SPAG6/VDAC3/SMARCA2/TUT7/MAST2/GMCL1/AURKA/DLD/MSH2/SRPK1/PICK1/SBF1/TTLL1/CCNB1IP1/ASIP/FNDC3A/CTCF/AXIN1/SFRP1/KLC3/PPP2R1A/CFAP69/PTN/TGFBR1/SHB/ZMIZ1/RAD51C/SEPTIN4/RPS6KB1/ZBTB16/PANX1/FBXO5/RNF8/PACRG/QKI/TTK/SMAD5/FXR1/DNAH1/ACVR1/KDM3A/SOS1/ORC4/MLH3/SLIRP/DNMT3A/MASTL/EPC1/SOHLH2/NCAPH/KIF18A/PIK3CA/INHBA/IFT81/EREG/BBS2/BMP4/PANK2/MKKS/HSPA2/CDKN1C/NECTIN2/IQCN/TOP2A/RARA/RAN/FIGNL1/H3-3B/VPS13B/TEX15/SPIRE1/AGO4/TUT4/DZIP1/CGA/BRIP1/RPS6/KNL1/PAQR5/BMPR1B/PDE5A/ETV6/LGR5/BRCA2/BBS4/ABHD2/TAF4B/AKT1/VPS54/NPHP1/SPAG16/RHBDD1/SLIT2/DIAPH2/CELF1/ATM/ITGB1/FER/EDNRA/TIAL1/CDYL/CABYR/CXADR/FMN2/TDRD9/CCNB2/FANCC/NPR2/WNT4/H3-3A/PYGO2/DCST1/SPDYA/WASHC5/KDM1B/STRBP/METTL3/CEP57/JAM3/ZSCAN21/PLK1/KMT2D/DDB1/CTNNB1/ING2/DPY19L2P2/PAQR8/PYGO1/BCL2L1/BCL2/PTEN/PDE3A/KAT5/ZNF449/AGFG1/FZD4/FOSL1/DEAF1/TSSK6/TDRD6/MEIOC/PCGF5/TDRKH/NDN/TMEM119/FOXL2/SLIT3/OSBP2/WT1/ROBO2/PRKG1/MYBL1/PTCH1/CFAP73/FANCA/SERPINA5/CFAP54/NANOS1/TDRD7/SRC/YTHDF2/MTOR/FOXJ3/UBE2J1/ZDBF2/EHMT2/SPIRE2/CFAP44/FANCG/ETV5",192
"GO:0070663","regulation of leukocyte proliferation","105/7994","198/14868",0.611191717833753,0.857306295325342,0.67738789601796,"MAD1L1/BID/CD74/TNFRSF1B/KITLG/FOXP3/NCK2/TFRC/ST6GAL1/DLG1/ITCH/ARG2/MEF2C/PTPRC/GSTP1/EFNB1/JAK2/MAPK1/SOS2/CD40/NFATC2/TNFSF13B/RIPK2/IL7/IL4I1/TYK2/AHR/PRKAR1A/BST1/CD81/IL23A/PRLR/BCL6/HES1/IGFBP2/SOS1/CD46/TNFSF4/TNFAIP3/ARG1/GPAM/TMEM131L/MAPK8IP1/PKN1/BTN2A2/CDKN1A/BMP4/TWSG1/NDFIP1/LGALS3/EPHB2/VAV3/IL6ST/ANXA1/RC3H1/GPNMB/MARCHF7/PDE5A/PPP3CA/SLC7A1/ERBB2/XCL1/TNFRSF21/ATM/HHEX/SH3RF1/NCK1/TNFRSF13C/ICOSLG/ZBTB7B/TGFBR2/IL15/CASP3/SLC4A2/STAT6/GREM1/CTNNB1/FADD/INPP5D/LGALS9/PTK2/GPR183/BCL2L1/BCL2/PRNP/STAT5B/IL20RB/GLMN/TRAF6/CLCF1/ATAD5/PAWR/SCRIB/CSF1/IRS2/CD55/NF1/SLC39A10/PELI1/ZNF335/CARD11/PNP/MIF/LYN/RASSF5",105
"GO:1903037","regulation of leukocyte cell-cell adhesion","154/7994","290/14868",0.613870512521972,0.859382636655423,0.679028486426158,"MAD1L1/HFE/FYN/CD74/RUNX3/CD44/KITLG/ARID1B/FOXP3/RC3H2/WNK1/AP3D1/SMARCD1/RHOA/PRKCZ/NCK2/TFRC/SMARCE1/GLI2/DLG1/PAG1/IL4R/ITCH/CEACAM1/SMARCA2/ARG2/PTPRC/EFNB1/JAK2/ABL1/LGALS1/XBP1/SMAD7/NKAP/TNFSF13B/NFAT5/RIPK2/IL7/IL4I1/TYK2/CAV1/GLI3/SHB/MAP3K8/ZMIZ1/SMARCD2/DUSP3/PRKAR1A/ZBTB16/AMBRA1/CD81/IL23A/RIPOR2/CD83/DUSP22/BCL6/HES1/ITGA4/IGFBP2/CD46/TNFSF4/ARID1A/ARG1/FOXO3/GPAM/HSPH1/TMEM131L/PIK3CA/BTN2A2/SOX4/EFNB2/BMP4/CCR7/ZBTB1/SMARCA4/TWSG1/PHF10/ASS1/NDFIP1/RARA/LGALS3/AP3B1/IL6ST/ETS1/ANXA1/RC3H1/GPNMB/ACTL6A/MARCHF7/KLF4/PDE5A/LEF1/PPP3CA/SLC7A1/PDPK1/ERBB2/AKT1/BCL10/XCL1/ABL2/DUSP10/ITPKB/SOX13/HSPD1/TNFRSF21/ADAM8/MIA3/NCK1/TNFRSF13C/ICOSLG/ZBTB7B/TGFBR2/PBRM1/IL15/CASP3/SLC4A2/BRD7/FADD/LGALS9/PTAFR/SOCS6/HAS2/PRNP/MALT1/RASGRP1/KAT5/RELA/SMARCC1/STAT5B/IL20RB/GLMN/CHST2/TRAF6/PTPN2/SART1/ZDHHC21/YES1/PAWR/PTPN11/EGR3/SCRIB/IRAK1/PPARA/GCNT1/ARID2/CD55/CD47/SRC/PELI1/DPP4/CARD11/MTOR/PNP/LYN",154
"GO:0002269","leukocyte activation involved in inflammatory response","19/7994","36/14868",0.613987367607309,0.859382636655423,0.679028486426158,"IFNGR1/GRN/PTPRC/TREM2/JAK2/NAGLU/CTSC/MMP8/CLU/LDLR/SYT11/TLR2/APP/ATM/TLR3/SPHK1/MAPT/LRRK2/TRPV1",19
"GO:0010656","negative regulation of muscle cell apoptotic process","19/7994","36/14868",0.613987367607309,0.859382636655423,0.679028486426158,"CFLAR/ATG5/LRP6/KIFAP3/APOH/JAK2/SLC7A5/AMBRA1/NFE2L2/SIRT5/DNMT1/GATA4/IGF1R/PDPK1/BAG3/NUPR1/DIPK2A/HSF1/RGL2",19
"GO:0045923","positive regulation of fatty acid metabolic process","19/7994","36/14868",0.613987367607309,0.859382636655423,0.679028486426158,"MLXIPL/ELOVL5/CD74/ABCD1/MLYCD/AKT2/PPARGC1A/CPT1A/PPARD/KAT2B/LPGAT1/PPARG/ANXA1/SLC45A3/MID1IP1/IRS1/ABCD2/IRS2/PPARA",19
"GO:0046636","negative regulation of alpha-beta T cell activation","19/7994","36/14868",0.613987367607309,0.859382636655423,0.679028486426158,"HFE/RUNX3/FOXP3/RC3H2/IL4R/ITCH/ARG2/SMAD7/GLI3/BCL6/TNFSF4/TWSG1/NDFIP1/ANXA1/RC3H1/XCL1/ZBTB7B/SLC4A2/LGALS9",19
"GO:0045833","negative regulation of lipid metabolic process","47/7994","89/14868",0.614293943577657,0.859382636655423,0.679028486426158,"BRCA1/SNAI2/DKK3/PPP2R5A/SREBF1/ACADVL/ACACB/CEACAM1/PIBF1/REST/SIRT1/TRIB3/PIK3CG/ABCA2/ERLIN1/NFKB1/FBXW7/PDE8B/SCAP/CNR1/SNAI1/SOX9/INSIG2/BMP2/UBR4/APOC1/PRKAA1/APPL2/SORL1/ETFBKMT/DCAF5/CRTC3/NCOR1/SOD1/AKT1/RUBCN/ERLIN2/PDE3B/LPCAT1/WNT4/ATP1A1/ADORA1/BSCL2/SPHK1/PRMT3/INSIG1/AKR1C3",47
"GO:0031638","zymogen activation","29/7994","55/14868",0.615256725207536,0.859382636655423,0.679028486426158,"PLAUR/CYFIP2/CASP8/ENO1/APOH/GGT1/LGMN/CTSZ/PGK1/RIPK2/PLAT/SERPINE1/DHCR24/PLAU/MASP1/CTSL/SERPINE2/THBS1/C1RL/FURIN/MMP14/C1R/IFI16/MELTF/PRSS12/FADD/THBD/ANXA2/ASPH",29
"GO:0043462","regulation of ATP-dependent activity","29/7994","55/14868",0.615256725207536,0.859382636655423,0.679028486426158,"MNAT1/VMP1/ATP1B3/DNAJC10/DNAJB11/MSH2/SIRT1/AHSA1/PPIF/MSH3/MSH6/POT1/TNNI3/DNAJB1/DHX9/DNAJB2/TPM1/TP53/ATP1B1/TOR1AIP1/GTF2H2/VMA21/TSC1/PXK/TOR1AIP2/DNAJC24/AHSA2P/ATP2A1/TPM2",29
"GO:0050709","negative regulation of protein secretion","29/7994","55/14868",0.615256725207536,0.859382636655423,0.679028486426158,"CYP51A1/RHBDF1/NEO1/SREBF1/REST/ERP29/RAB11FIP3/SFRP1/HMGCR/PDE8B/KLF7/ACVR1C/GNAZ/RHBDF2/RAB11FIP5/CCN3/HADH/PPP3CA/PFKL/FOXO1/DPH3/RAB11FIP1/NDUFAF2/MIDN/IRS1/PTPN11/F2R/KCNJ11/PIM3",29
"GO:0001574","ganglioside biosynthetic process","8/7994","15/14868",0.616848639650608,0.859382636655423,0.679028486426158,"ST3GAL1/ST8SIA4/ST3GAL5/B4GALT6/B4GALNT1/ST3GAL2/B4GALT5/ST6GALNAC3",8
"GO:0006855","xenobiotic transmembrane transport","8/7994","15/14868",0.616848639650608,0.859382636655423,0.679028486426158,"ABCC3/TMEM30A/SLC29A1/ABCC5/ABCC4/SLC37A3/ABCA3/SLC19A1",8
"GO:0009886","post-embryonic animal morphogenesis","8/7994","15/14868",0.616848639650608,0.859382636655423,0.679028486426158,"ATRX/CDH23/EFEMP1/LARGE1/MYO7A/VPS54/FBN1/HMGN1",8
"GO:0010470","regulation of gastrulation","8/7994","15/14868",0.616848639650608,0.859382636655423,0.679028486426158,"PHLDB1/CLASP1/HNF4A/OSR1/PHLDB2/TENM4/CLASP2/DAG1",8
"GO:0035435","phosphate ion transmembrane transport","8/7994","15/14868",0.616848639650608,0.859382636655423,0.679028486426158,"SLC25A3/SLC25A11/VDR/XPR1/SLC20A1/ANKH/SLC20A2/SLC25A10",8
"GO:0042053","regulation of dopamine metabolic process","8/7994","15/14868",0.616848639650608,0.859382636655423,0.679028486426158,"VPS35/ALDH2/PARK7/PDE1B/PNKD/NR4A2/GPR37/ABAT",8
"GO:0045346","regulation of MHC class II biosynthetic process","8/7994","15/14868",0.616848639650608,0.859382636655423,0.679028486426158,"NFX1/SIRT1/JAK2/XBP1/RFX5/TAF7/CIITA/HDAC2",8
"GO:0045721","negative regulation of gluconeogenesis","8/7994","15/14868",0.616848639650608,0.859382636655423,0.679028486426158,"CRY1/C1QTNF3/EP300/KAT2A/LEPR/TCF7L2/MST1/USP7",8
"GO:0045953","negative regulation of natural killer cell mediated cytotoxicity","8/7994","15/14868",0.616848639650608,0.859382636655423,0.679028486426158,"CEACAM1/TGFB1/GFER/ARRB2/CRK/LGALS9/SERPINB9/MICA",8
"GO:0048643","positive regulation of skeletal muscle tissue development","8/7994","15/14868",0.616848639650608,0.859382636655423,0.679028486426158,"CDON/MEF2C/RPS6KB1/PRKAA1/NIBAN2/CTNNB1/MTM1/BCL2",8
"GO:0051444","negative regulation of ubiquitin-protein transferase activity","8/7994","15/14868",0.616848639650608,0.859382636655423,0.679028486426158,"ABL1/SMAD7/FBXO5/BAG2/PARK7/MAD2L2/DTX3L/MAD2L1",8
"GO:0061687","detoxification of inorganic compound","8/7994","15/14868",0.616848639650608,0.859382636655423,0.679028486426158,"ABCB6/PARK7/CAT/MT1G/SLC39A8/ATP7A/SLC30A1/MT1M",8
"GO:0072498","embryonic skeletal joint development","8/7994","15/14868",0.616848639650608,0.859382636655423,0.679028486426158,"HOXA11/BMP4/COL2A1/WNT9A/OSR1/CTNNB1/EXT1/SLC2A10",8
"GO:0072578","neurotransmitter-gated ion channel clustering","8/7994","15/14868",0.616848639650608,0.859382636655423,0.679028486426158,"SSH1/ZDHHC2/GLRB/SLC7A11/NLGN1/GPHN/RELN/SHANK3",8
"GO:0097091","synaptic vesicle clustering","8/7994","15/14868",0.616848639650608,0.859382636655423,0.679028486426158,"SYN1/CTBP1/BRSK1/CTNNB1/NLGN1/CDH2/PTEN/SYN3",8
"GO:0097152","mesenchymal cell apoptotic process","8/7994","15/14868",0.616848639650608,0.859382636655423,0.679028486426158,"HIF1A/HOXA13/MSX2/SOX9/GDF5/SYNE1/ETV6/EDNRA",8
"GO:0110096","cellular response to aldehyde","8/7994","15/14868",0.616848639650608,0.859382636655423,0.679028486426158,"RDH11/PARK7/AKR1A1/IGF1R/AIFM1/ACE/ADH5/ADH4",8
